매장명,승인번호,금액,결제수단,상태,배달여부,승인일시,취소일시
카카온 테스트 매장,25012888657,15000,CASH,APPROVED,배달,2025-01-28 05:13:40,
카카온 테스트 매장,25012897575,20000,CASH,APPROVED,매장,2025-01-28 06:21:12,
카카온 테스트 매장,25012898523,20000,KAKAOPAY,APPROVED,매장,2025-01-28 07:06:50,
카카온 테스트 매장,25012850202,15000,CARD,CANCELED,매장,2025-01-28 07:48:38,2025-01-28 19:48:38
카카온 테스트 매장,25012844725,5000,KAKAOPAY,APPROVED,매장,2025-01-28 08:49:11,
카카온 테스트 매장,25012834703,25000,CARD,APPROVED,배달,2025-01-28 10:37:04,
카카온 테스트 매장,25012800873,10000,CARD,APPROVED,매장,2025-01-28 11:38:15,
카카온 테스트 매장,25012896337,5000,KAKAOPAY,APPROVED,매장,2025-01-28 12:56:16,
카카온 테스트 매장,25012863906,20000,KAKAOPAY,APPROVED,매장,2025-01-28 13:04:29,
카카온 테스트 매장,25012851517,20000,CASH,APPROVED,매장,2025-01-28 13:15:16,
카카온 테스트 매장,25012874306,10000,CARD,APPROVED,매장,2025-01-28 14:17:43,
카카온 테스트 매장,25012826534,5000,CASH,APPROVED,배달,2025-01-28 16:11:52,
카카온 테스트 매장,25012885119,20000,CARD,APPROVED,매장,2025-01-28 16:21:20,
카카온 테스트 매장,25012899605,50000,KAKAOPAY,APPROVED,매장,2025-01-28 19:36:39,
카카온 테스트 매장,25012821895,40000,KAKAOPAY,APPROVED,배달,2025-01-28 21:47:25,
카카온 테스트 매장,25012949580,40000,CARD,APPROVED,매장,2025-01-29 02:17:19,
카카온 테스트 매장,25012956581,40000,CARD,APPROVED,매장,2025-01-29 03:39:48,
카카온 테스트 매장,25012968668,20000,CARD,APPROVED,매장,2025-01-29 04:10:21,
카카온 테스트 매장,25012930477,25000,CARD,APPROVED,배달,2025-01-29 06:14:28,
카카온 테스트 매장,25012921282,15000,CARD,APPROVED,매장,2025-01-29 06:46:58,
카카온 테스트 매장,25012915774,5000,CASH,APPROVED,배달,2025-01-29 06:52:44,
카카온 테스트 매장,25012977180,20000,KAKAOPAY,APPROVED,매장,2025-01-29 09:26:09,
카카온 테스트 매장,25012974803,5000,CARD,APPROVED,매장,2025-01-29 13:10:55,
카카온 테스트 매장,25012908401,10000,KAKAOPAY,APPROVED,배달,2025-01-29 16:01:45,
카카온 테스트 매장,25012954627,5000,CARD,APPROVED,매장,2025-01-29 16:12:00,
카카온 테스트 매장,25012965775,40000,KAKAOPAY,APPROVED,배달,2025-01-29 19:00:25,
카카온 테스트 매장,25012922687,15000,KAKAOPAY,APPROVED,배달,2025-01-29 19:56:20,
카카온 테스트 매장,25012928835,5000,KAKAOPAY,APPROVED,매장,2025-01-29 20:41:53,
카카온 테스트 매장,25012977510,40000,CASH,APPROVED,매장,2025-01-29 22:06:43,
카카온 테스트 매장,25012986824,50000,KAKAOPAY,APPROVED,배달,2025-01-29 22:30:09,
카카온 테스트 매장,25013062024,40000,KAKAOPAY,APPROVED,매장,2025-01-30 00:03:45,
카카온 테스트 매장,25013034020,50000,TRANSFER,APPROVED,배달,2025-01-30 00:46:49,
카카온 테스트 매장,25013049993,40000,CARD,APPROVED,매장,2025-01-30 00:59:32,
카카온 테스트 매장,25013092750,15000,CASH,APPROVED,매장,2025-01-30 01:29:52,
카카온 테스트 매장,25013091320,30000,CASH,APPROVED,매장,2025-01-30 02:13:04,
카카온 테스트 매장,25013064799,50000,CASH,APPROVED,매장,2025-01-30 02:21:22,
카카온 테스트 매장,25013042670,25000,CASH,APPROVED,매장,2025-01-30 02:48:29,
카카온 테스트 매장,25013072670,15000,KAKAOPAY,APPROVED,배달,2025-01-30 05:51:25,
카카온 테스트 매장,25013069450,25000,CARD,APPROVED,매장,2025-01-30 06:08:10,
카카온 테스트 매장,25013005692,25000,CARD,APPROVED,매장,2025-01-30 12:26:25,
카카온 테스트 매장,25013086266,10000,CARD,APPROVED,매장,2025-01-30 15:32:02,
카카온 테스트 매장,25013051218,30000,CARD,APPROVED,매장,2025-01-30 19:45:05,
카카온 테스트 매장,25013005533,20000,CARD,APPROVED,매장,2025-01-30 22:44:21,
카카온 테스트 매장,25013036212,20000,CARD,APPROVED,배달,2025-01-30 23:34:16,
카카온 테스트 매장,25013059177,50000,CASH,APPROVED,배달,2025-01-30 23:36:29,
카카온 테스트 매장,25013110667,30000,KAKAOPAY,APPROVED,매장,2025-01-31 00:04:41,
카카온 테스트 매장,25013179743,50000,CASH,CANCELED,매장,2025-01-31 00:16:10,2025-02-02 23:16:10
카카온 테스트 매장,25013178203,25000,CARD,APPROVED,배달,2025-01-31 01:16:36,
카카온 테스트 매장,25013191241,30000,CARD,APPROVED,배달,2025-01-31 02:05:15,
카카온 테스트 매장,25013186388,15000,CARD,APPROVED,매장,2025-01-31 03:28:11,
카카온 테스트 매장,25013154267,10000,TRANSFER,APPROVED,매장,2025-01-31 03:45:42,
카카온 테스트 매장,25013160405,50000,KAKAOPAY,APPROVED,매장,2025-01-31 04:35:59,
카카온 테스트 매장,25013107091,5000,CARD,CANCELED,매장,2025-01-31 06:09:52,2025-02-01 11:09:52
카카온 테스트 매장,25013193899,40000,CARD,APPROVED,매장,2025-01-31 06:59:30,
카카온 테스트 매장,25013113529,30000,KAKAOPAY,APPROVED,배달,2025-01-31 08:09:50,
카카온 테스트 매장,25013132328,30000,CARD,APPROVED,매장,2025-01-31 08:20:18,
카카온 테스트 매장,25013164470,30000,CASH,APPROVED,배달,2025-01-31 09:02:33,
카카온 테스트 매장,25013147192,25000,CASH,APPROVED,매장,2025-01-31 10:33:36,
카카온 테스트 매장,25013172809,40000,CARD,APPROVED,배달,2025-01-31 11:11:17,
카카온 테스트 매장,25013172996,10000,CARD,APPROVED,매장,2025-01-31 15:26:44,
카카온 테스트 매장,25013165335,50000,CARD,APPROVED,매장,2025-01-31 15:28:12,
카카온 테스트 매장,25013123540,25000,TRANSFER,APPROVED,배달,2025-01-31 15:51:10,
카카온 테스트 매장,25013135973,20000,KAKAOPAY,APPROVED,배달,2025-01-31 16:09:16,
카카온 테스트 매장,25013134666,30000,KAKAOPAY,APPROVED,배달,2025-01-31 19:38:51,
카카온 테스트 매장,25013148603,40000,CARD,CANCELED,배달,2025-01-31 20:00:39,2025-02-02 12:00:39
카카온 테스트 매장,25013119097,15000,CARD,CANCELED,매장,2025-01-31 21:20:30,2025-02-02 11:20:30
카카온 테스트 매장,25013176845,10000,KAKAOPAY,APPROVED,배달,2025-01-31 23:02:51,
카카온 테스트 매장,25020107255,30000,CARD,APPROVED,매장,2025-02-01 00:24:11,
카카온 테스트 매장,25020162143,50000,KAKAOPAY,APPROVED,배달,2025-02-01 02:54:04,
카카온 테스트 매장,25020174804,25000,KAKAOPAY,APPROVED,배달,2025-02-01 03:07:38,
카카온 테스트 매장,25020116705,50000,KAKAOPAY,APPROVED,매장,2025-02-01 04:38:50,
카카온 테스트 매장,25020167203,40000,CARD,APPROVED,배달,2025-02-01 05:29:05,
카카온 테스트 매장,25020125038,50000,CARD,APPROVED,배달,2025-02-01 13:48:21,
카카온 테스트 매장,25020104263,25000,CASH,APPROVED,매장,2025-02-01 15:36:00,
카카온 테스트 매장,25020121312,25000,CARD,APPROVED,매장,2025-02-01 17:33:00,
카카온 테스트 매장,25020193342,30000,CARD,APPROVED,매장,2025-02-01 17:44:34,
카카온 테스트 매장,25020151632,25000,CARD,APPROVED,매장,2025-02-01 18:46:09,
카카온 테스트 매장,25020104970,10000,CASH,CANCELED,매장,2025-02-01 20:41:45,2025-02-04 11:41:45
카카온 테스트 매장,25020119608,30000,KAKAOPAY,CANCELED,배달,2025-02-01 21:46:17,2025-02-03 08:46:17
카카온 테스트 매장,25020143409,40000,KAKAOPAY,APPROVED,매장,2025-02-01 22:30:09,
카카온 테스트 매장,25020174960,15000,CASH,APPROVED,매장,2025-02-01 22:53:47,
카카온 테스트 매장,25020249446,20000,KAKAOPAY,APPROVED,매장,2025-02-02 00:23:50,
카카온 테스트 매장,25020226266,25000,CARD,APPROVED,배달,2025-02-02 01:20:14,
카카온 테스트 매장,25020259324,25000,KAKAOPAY,APPROVED,매장,2025-02-02 01:46:48,
카카온 테스트 매장,25020259153,30000,KAKAOPAY,APPROVED,매장,2025-02-02 03:22:44,
카카온 테스트 매장,25020214057,40000,KAKAOPAY,APPROVED,매장,2025-02-02 03:22:54,
카카온 테스트 매장,25020216864,40000,CARD,APPROVED,매장,2025-02-02 04:05:03,
카카온 테스트 매장,25020243910,30000,CARD,APPROVED,매장,2025-02-02 04:15:28,
카카온 테스트 매장,25020282648,15000,KAKAOPAY,APPROVED,매장,2025-02-02 06:29:58,
카카온 테스트 매장,25020294378,25000,CARD,APPROVED,매장,2025-02-02 09:05:28,
카카온 테스트 매장,25020298224,40000,KAKAOPAY,APPROVED,매장,2025-02-02 12:02:01,
카카온 테스트 매장,25020265782,40000,KAKAOPAY,CANCELED,매장,2025-02-02 17:21:21,2025-02-04 22:21:21
카카온 테스트 매장,25020243923,20000,CARD,APPROVED,배달,2025-02-02 22:43:23,
카카온 테스트 매장,25020306931,5000,TRANSFER,APPROVED,매장,2025-02-03 02:12:38,
카카온 테스트 매장,25020307868,40000,CARD,APPROVED,매장,2025-02-03 02:24:02,
카카온 테스트 매장,25020335662,15000,CASH,APPROVED,배달,2025-02-03 03:00:01,
카카온 테스트 매장,25020397195,50000,CARD,APPROVED,매장,2025-02-03 05:57:57,
카카온 테스트 매장,25020343700,40000,CARD,APPROVED,매장,2025-02-03 06:29:41,
카카온 테스트 매장,25020312277,40000,CARD,CANCELED,매장,2025-02-03 07:53:32,2025-02-06 03:53:32
카카온 테스트 매장,25020341926,10000,CARD,APPROVED,매장,2025-02-03 11:35:45,
카카온 테스트 매장,25020393105,30000,KAKAOPAY,APPROVED,매장,2025-02-03 12:45:25,
카카온 테스트 매장,25020365480,10000,KAKAOPAY,APPROVED,매장,2025-02-03 12:46:17,
카카온 테스트 매장,25020381468,40000,KAKAOPAY,APPROVED,매장,2025-02-03 13:31:59,
카카온 테스트 매장,25020325663,50000,KAKAOPAY,APPROVED,매장,2025-02-03 13:47:23,
카카온 테스트 매장,25020362622,30000,CASH,APPROVED,매장,2025-02-03 15:03:10,
카카온 테스트 매장,25020317885,15000,TRANSFER,APPROVED,매장,2025-02-03 15:04:11,
카카온 테스트 매장,25020338495,20000,CARD,APPROVED,배달,2025-02-03 17:16:39,
카카온 테스트 매장,25020399892,20000,CASH,APPROVED,매장,2025-02-03 17:39:35,
카카온 테스트 매장,25020350350,25000,KAKAOPAY,APPROVED,매장,2025-02-03 17:59:50,
카카온 테스트 매장,25020334576,5000,CARD,APPROVED,매장,2025-02-03 18:03:51,
카카온 테스트 매장,25020352534,20000,CARD,APPROVED,매장,2025-02-03 19:20:50,
카카온 테스트 매장,25020351039,10000,KAKAOPAY,APPROVED,매장,2025-02-03 20:25:20,
카카온 테스트 매장,25020351071,15000,CARD,APPROVED,매장,2025-02-03 20:36:53,
카카온 테스트 매장,25020414396,25000,CASH,APPROVED,배달,2025-02-04 00:02:10,
카카온 테스트 매장,25020433853,20000,CASH,APPROVED,매장,2025-02-04 00:12:08,
카카온 테스트 매장,25020430415,50000,CASH,APPROVED,매장,2025-02-04 00:23:42,
카카온 테스트 매장,25020466260,50000,KAKAOPAY,APPROVED,매장,2025-02-04 03:07:39,
카카온 테스트 매장,25020450587,20000,CASH,APPROVED,배달,2025-02-04 06:47:35,
카카온 테스트 매장,25020406535,10000,TRANSFER,APPROVED,매장,2025-02-04 08:18:56,
카카온 테스트 매장,25020494684,50000,TRANSFER,APPROVED,매장,2025-02-04 11:56:21,
카카온 테스트 매장,25020432416,20000,KAKAOPAY,APPROVED,매장,2025-02-04 12:07:02,
카카온 테스트 매장,25020432597,20000,CARD,APPROVED,배달,2025-02-04 12:27:27,
카카온 테스트 매장,25020454067,20000,CARD,APPROVED,배달,2025-02-04 12:54:21,
카카온 테스트 매장,25020488946,25000,KAKAOPAY,APPROVED,매장,2025-02-04 14:25:01,
카카온 테스트 매장,25020463651,10000,CARD,CANCELED,매장,2025-02-04 15:16:34,2025-02-07 06:16:34
카카온 테스트 매장,25020423667,50000,CARD,APPROVED,배달,2025-02-04 16:59:51,
카카온 테스트 매장,25020496694,5000,CARD,APPROVED,매장,2025-02-04 17:31:26,
카카온 테스트 매장,25020448192,40000,CASH,APPROVED,매장,2025-02-04 18:55:16,
카카온 테스트 매장,25020458427,50000,CASH,APPROVED,매장,2025-02-04 20:23:13,
카카온 테스트 매장,25020441968,5000,TRANSFER,APPROVED,배달,2025-02-04 21:40:23,
카카온 테스트 매장,25020552511,10000,CARD,CANCELED,배달,2025-02-05 04:37:55,2025-02-08 00:37:55
카카온 테스트 매장,25020583977,10000,KAKAOPAY,APPROVED,배달,2025-02-05 05:16:54,
카카온 테스트 매장,25020576609,5000,TRANSFER,APPROVED,매장,2025-02-05 06:49:48,
카카온 테스트 매장,25020590023,20000,CARD,APPROVED,배달,2025-02-05 07:22:38,
카카온 테스트 매장,25020541997,50000,CARD,APPROVED,배달,2025-02-05 08:12:30,
카카온 테스트 매장,25020592073,40000,CARD,APPROVED,매장,2025-02-05 08:29:46,
카카온 테스트 매장,25020582974,25000,KAKAOPAY,APPROVED,매장,2025-02-05 11:43:18,
카카온 테스트 매장,25020521506,10000,CARD,APPROVED,매장,2025-02-05 11:51:31,
카카온 테스트 매장,25020566076,20000,CASH,APPROVED,배달,2025-02-05 13:22:48,
카카온 테스트 매장,25020591243,40000,CARD,APPROVED,매장,2025-02-05 13:46:18,
카카온 테스트 매장,25020523354,50000,CARD,APPROVED,배달,2025-02-05 14:00:51,
카카온 테스트 매장,25020567725,10000,TRANSFER,APPROVED,매장,2025-02-05 14:56:42,
카카온 테스트 매장,25020528050,25000,CARD,APPROVED,배달,2025-02-05 15:25:08,
카카온 테스트 매장,25020568785,10000,CARD,APPROVED,매장,2025-02-05 15:43:07,
카카온 테스트 매장,25020508294,15000,KAKAOPAY,APPROVED,매장,2025-02-05 15:46:10,
카카온 테스트 매장,25020547869,10000,CASH,APPROVED,매장,2025-02-05 20:24:55,
카카온 테스트 매장,25020526342,10000,CARD,APPROVED,매장,2025-02-05 23:08:29,
카카온 테스트 매장,25020693965,40000,CARD,APPROVED,매장,2025-02-06 00:43:05,
카카온 테스트 매장,25020659702,5000,CARD,APPROVED,매장,2025-02-06 01:42:18,
카카온 테스트 매장,25020686865,5000,CARD,APPROVED,매장,2025-02-06 02:38:41,
카카온 테스트 매장,25020648785,30000,CARD,APPROVED,배달,2025-02-06 04:57:03,
카카온 테스트 매장,25020678471,10000,CASH,APPROVED,매장,2025-02-06 05:18:18,
카카온 테스트 매장,25020649645,15000,CARD,APPROVED,배달,2025-02-06 07:55:37,
카카온 테스트 매장,25020655347,20000,KAKAOPAY,APPROVED,매장,2025-02-06 10:41:24,
카카온 테스트 매장,25020669117,40000,CARD,APPROVED,매장,2025-02-06 11:37:42,
카카온 테스트 매장,25020656108,50000,CASH,APPROVED,매장,2025-02-06 13:34:19,
카카온 테스트 매장,25020668978,50000,CARD,APPROVED,매장,2025-02-06 15:24:43,
카카온 테스트 매장,25020650567,40000,KAKAOPAY,APPROVED,매장,2025-02-06 15:56:47,
카카온 테스트 매장,25020673999,25000,CASH,APPROVED,배달,2025-02-06 17:47:18,
카카온 테스트 매장,25020658204,30000,CASH,APPROVED,배달,2025-02-06 20:02:52,
카카온 테스트 매장,25020639957,25000,KAKAOPAY,APPROVED,매장,2025-02-06 20:44:57,
카카온 테스트 매장,25020610080,30000,CASH,APPROVED,매장,2025-02-06 21:26:28,
카카온 테스트 매장,25020732574,10000,CARD,CANCELED,배달,2025-02-07 00:32:51,2025-02-07 14:32:51
카카온 테스트 매장,25020711839,20000,CARD,APPROVED,배달,2025-02-07 02:06:50,
카카온 테스트 매장,25020763534,40000,CARD,APPROVED,매장,2025-02-07 02:35:44,
카카온 테스트 매장,25020756503,10000,CASH,APPROVED,매장,2025-02-07 04:35:00,
카카온 테스트 매장,25020714076,25000,KAKAOPAY,APPROVED,매장,2025-02-07 05:44:51,
카카온 테스트 매장,25020730364,15000,TRANSFER,APPROVED,매장,2025-02-07 06:10:57,
카카온 테스트 매장,25020737021,20000,CASH,APPROVED,매장,2025-02-07 07:06:38,
카카온 테스트 매장,25020797628,30000,CARD,APPROVED,매장,2025-02-07 07:13:35,
카카온 테스트 매장,25020716957,50000,CARD,APPROVED,배달,2025-02-07 09:20:46,
카카온 테스트 매장,25020720385,20000,CASH,APPROVED,매장,2025-02-07 09:34:11,
카카온 테스트 매장,25020786551,30000,KAKAOPAY,APPROVED,매장,2025-02-07 15:07:48,
카카온 테스트 매장,25020786055,50000,CARD,APPROVED,매장,2025-02-07 16:17:43,
카카온 테스트 매장,25020739301,30000,KAKAOPAY,APPROVED,매장,2025-02-07 16:44:05,
카카온 테스트 매장,25020719273,10000,CARD,APPROVED,매장,2025-02-07 17:16:01,
카카온 테스트 매장,25020738334,5000,CARD,APPROVED,배달,2025-02-07 17:49:36,
카카온 테스트 매장,25020741235,10000,CASH,APPROVED,매장,2025-02-07 21:08:20,
카카온 테스트 매장,25020738344,5000,CARD,CANCELED,매장,2025-02-07 21:11:17,2025-02-08 22:11:17
카카온 테스트 매장,25020711224,50000,CARD,APPROVED,배달,2025-02-07 21:56:43,
카카온 테스트 매장,25020786654,30000,CARD,APPROVED,배달,2025-02-07 22:21:29,
카카온 테스트 매장,25020849435,20000,CARD,CANCELED,배달,2025-02-08 00:57:39,2025-02-08 14:57:39
카카온 테스트 매장,25020833593,25000,CARD,APPROVED,매장,2025-02-08 01:15:18,
카카온 테스트 매장,25020825144,40000,CARD,APPROVED,매장,2025-02-08 01:49:30,
카카온 테스트 매장,25020860092,25000,CARD,APPROVED,매장,2025-02-08 02:25:55,
카카온 테스트 매장,25020882947,10000,CARD,APPROVED,매장,2025-02-08 07:13:22,
카카온 테스트 매장,25020891139,25000,CASH,APPROVED,매장,2025-02-08 07:28:39,
카카온 테스트 매장,25020866034,15000,CARD,APPROVED,배달,2025-02-08 09:53:19,
카카온 테스트 매장,25020816593,50000,CARD,APPROVED,배달,2025-02-08 11:46:31,
카카온 테스트 매장,25020802348,10000,CARD,APPROVED,매장,2025-02-08 11:48:33,
카카온 테스트 매장,25020816438,25000,CARD,APPROVED,매장,2025-02-08 12:05:11,
카카온 테스트 매장,25020874222,20000,CARD,APPROVED,매장,2025-02-08 12:38:42,
카카온 테스트 매장,25020869641,15000,CARD,APPROVED,배달,2025-02-08 14:12:48,
카카온 테스트 매장,25020828366,15000,KAKAOPAY,APPROVED,매장,2025-02-08 18:45:32,
카카온 테스트 매장,25020892534,10000,CARD,APPROVED,매장,2025-02-08 19:30:21,
카카온 테스트 매장,25020817573,15000,KAKAOPAY,APPROVED,배달,2025-02-08 22:28:03,
카카온 테스트 매장,25020995343,50000,CASH,APPROVED,배달,2025-02-09 02:03:55,
카카온 테스트 매장,25020948907,10000,KAKAOPAY,APPROVED,매장,2025-02-09 04:16:26,
카카온 테스트 매장,25020964951,40000,CARD,APPROVED,매장,2025-02-09 05:15:04,
카카온 테스트 매장,25020942192,50000,CASH,APPROVED,배달,2025-02-09 07:14:44,
카카온 테스트 매장,25020935882,30000,KAKAOPAY,APPROVED,매장,2025-02-09 07:27:47,
카카온 테스트 매장,25020968665,15000,TRANSFER,CANCELED,매장,2025-02-09 09:26:49,2025-02-11 20:26:49
카카온 테스트 매장,25020989218,30000,CARD,APPROVED,배달,2025-02-09 09:46:18,
카카온 테스트 매장,25020990955,30000,CARD,APPROVED,매장,2025-02-09 11:09:31,
카카온 테스트 매장,25020933143,40000,CARD,APPROVED,매장,2025-02-09 11:40:01,
카카온 테스트 매장,25020949216,20000,KAKAOPAY,APPROVED,배달,2025-02-09 12:29:52,
카카온 테스트 매장,25020949513,50000,CARD,APPROVED,배달,2025-02-09 16:00:55,
카카온 테스트 매장,25020990405,15000,KAKAOPAY,APPROVED,매장,2025-02-09 17:13:44,
카카온 테스트 매장,25020980817,15000,CARD,APPROVED,매장,2025-02-09 19:44:32,
카카온 테스트 매장,25020942787,30000,CASH,APPROVED,배달,2025-02-09 21:20:31,
카카온 테스트 매장,25020982100,20000,CARD,APPROVED,매장,2025-02-09 21:42:50,
카카온 테스트 매장,25020993120,10000,KAKAOPAY,APPROVED,매장,2025-02-09 21:59:53,
카카온 테스트 매장,25021065022,15000,CARD,APPROVED,매장,2025-02-10 01:09:41,
카카온 테스트 매장,25021063636,20000,KAKAOPAY,APPROVED,배달,2025-02-10 02:03:03,
카카온 테스트 매장,25021049190,30000,CASH,CANCELED,배달,2025-02-10 02:08:39,2025-02-10 04:08:39
카카온 테스트 매장,25021028372,30000,CARD,APPROVED,배달,2025-02-10 05:26:08,
카카온 테스트 매장,25021059460,15000,CARD,APPROVED,매장,2025-02-10 05:33:01,
카카온 테스트 매장,25021091525,5000,CARD,APPROVED,매장,2025-02-10 09:52:15,
카카온 테스트 매장,25021031626,5000,KAKAOPAY,APPROVED,매장,2025-02-10 10:19:48,
카카온 테스트 매장,25021058858,15000,TRANSFER,APPROVED,배달,2025-02-10 11:24:35,
카카온 테스트 매장,25021020151,50000,CARD,APPROVED,매장,2025-02-10 11:52:13,
카카온 테스트 매장,25021065454,10000,KAKAOPAY,APPROVED,매장,2025-02-10 14:57:31,
카카온 테스트 매장,25021069010,30000,CARD,APPROVED,배달,2025-02-10 16:08:11,
카카온 테스트 매장,25021025857,20000,CARD,APPROVED,매장,2025-02-10 18:37:56,
카카온 테스트 매장,25021095929,15000,CARD,APPROVED,매장,2025-02-10 18:55:38,
카카온 테스트 매장,25021039864,15000,KAKAOPAY,APPROVED,배달,2025-02-10 19:08:47,
카카온 테스트 매장,25021000403,15000,CASH,APPROVED,배달,2025-02-10 21:25:38,
카카온 테스트 매장,25021001060,5000,CARD,APPROVED,매장,2025-02-10 23:31:42,
카카온 테스트 매장,25021046830,20000,CARD,APPROVED,매장,2025-02-10 23:55:52,
카카온 테스트 매장,25021146060,25000,CARD,APPROVED,배달,2025-02-11 02:16:04,
카카온 테스트 매장,25021134912,40000,KAKAOPAY,CANCELED,매장,2025-02-11 02:23:27,2025-02-11 10:23:27
카카온 테스트 매장,25021137852,30000,CASH,APPROVED,배달,2025-02-11 06:37:27,
카카온 테스트 매장,25021186542,25000,CASH,APPROVED,매장,2025-02-11 07:37:36,
카카온 테스트 매장,25021173025,15000,CARD,APPROVED,배달,2025-02-11 08:28:30,
카카온 테스트 매장,25021173513,20000,KAKAOPAY,APPROVED,매장,2025-02-11 09:57:51,
카카온 테스트 매장,25021141012,30000,CARD,APPROVED,매장,2025-02-11 10:39:24,
카카온 테스트 매장,25021169835,10000,CARD,APPROVED,매장,2025-02-11 11:17:07,
카카온 테스트 매장,25021178492,10000,CASH,APPROVED,매장,2025-02-11 11:42:52,
카카온 테스트 매장,25021104040,5000,KAKAOPAY,APPROVED,매장,2025-02-11 12:12:01,
카카온 테스트 매장,25021180659,5000,CARD,APPROVED,매장,2025-02-11 13:31:51,
카카온 테스트 매장,25021143691,5000,KAKAOPAY,APPROVED,매장,2025-02-11 13:32:32,
카카온 테스트 매장,25021191039,30000,CARD,APPROVED,매장,2025-02-11 14:01:44,
카카온 테스트 매장,25021143708,5000,CASH,APPROVED,배달,2025-02-11 14:56:33,
카카온 테스트 매장,25021120674,50000,KAKAOPAY,APPROVED,매장,2025-02-11 15:05:44,
카카온 테스트 매장,25021108306,10000,KAKAOPAY,APPROVED,매장,2025-02-11 15:27:50,
카카온 테스트 매장,25021189907,25000,KAKAOPAY,APPROVED,배달,2025-02-11 15:29:54,
카카온 테스트 매장,25021163762,5000,CARD,APPROVED,매장,2025-02-11 15:58:53,
카카온 테스트 매장,25021110911,20000,CARD,APPROVED,매장,2025-02-11 16:34:57,
카카온 테스트 매장,25021122686,10000,CASH,APPROVED,배달,2025-02-11 17:29:25,
카카온 테스트 매장,25021157056,20000,CASH,APPROVED,매장,2025-02-11 18:20:25,
카카온 테스트 매장,25021109364,20000,KAKAOPAY,APPROVED,매장,2025-02-11 18:50:18,
카카온 테스트 매장,25021117104,5000,CASH,APPROVED,매장,2025-02-11 19:57:40,
카카온 테스트 매장,25021141736,50000,CASH,CANCELED,매장,2025-02-11 20:05:30,2025-02-13 00:05:30
카카온 테스트 매장,25021170581,20000,CARD,APPROVED,매장,2025-02-11 20:41:37,
카카온 테스트 매장,25021179541,40000,CARD,APPROVED,매장,2025-02-11 21:40:17,
카카온 테스트 매장,25021167901,25000,TRANSFER,APPROVED,배달,2025-02-11 22:23:52,
카카온 테스트 매장,25021196440,5000,KAKAOPAY,CANCELED,매장,2025-02-11 22:27:06,2025-02-13 11:27:06
카카온 테스트 매장,25021189615,20000,CASH,APPROVED,매장,2025-02-11 22:45:14,
카카온 테스트 매장,25021292964,15000,CASH,APPROVED,매장,2025-02-12 00:54:39,
카카온 테스트 매장,25021289552,50000,CARD,APPROVED,배달,2025-02-12 01:19:52,
카카온 테스트 매장,25021246130,25000,CARD,APPROVED,배달,2025-02-12 07:34:22,
카카온 테스트 매장,25021299069,40000,CASH,APPROVED,매장,2025-02-12 07:50:03,
카카온 테스트 매장,25021285994,5000,KAKAOPAY,APPROVED,매장,2025-02-12 08:29:54,
카카온 테스트 매장,25021296982,50000,CARD,APPROVED,매장,2025-02-12 08:38:15,
카카온 테스트 매장,25021248804,20000,CARD,APPROVED,매장,2025-02-12 08:40:37,
카카온 테스트 매장,25021297292,5000,CARD,APPROVED,배달,2025-02-12 08:55:57,
카카온 테스트 매장,25021215463,50000,CARD,APPROVED,매장,2025-02-12 10:03:33,
카카온 테스트 매장,25021274103,20000,KAKAOPAY,APPROVED,매장,2025-02-12 14:23:06,
카카온 테스트 매장,25021258334,30000,CARD,APPROVED,매장,2025-02-12 16:07:48,
카카온 테스트 매장,25021232403,20000,KAKAOPAY,APPROVED,매장,2025-02-12 18:32:36,
카카온 테스트 매장,25021350273,25000,KAKAOPAY,APPROVED,매장,2025-02-13 01:36:35,
카카온 테스트 매장,25021397088,10000,CARD,APPROVED,배달,2025-02-13 05:01:24,
카카온 테스트 매장,25021317062,40000,KAKAOPAY,APPROVED,배달,2025-02-13 05:20:19,
카카온 테스트 매장,25021300995,20000,CASH,APPROVED,배달,2025-02-13 06:05:58,
카카온 테스트 매장,25021358712,30000,KAKAOPAY,APPROVED,배달,2025-02-13 06:23:45,
카카온 테스트 매장,25021333126,5000,CARD,APPROVED,매장,2025-02-13 08:21:10,
카카온 테스트 매장,25021305686,20000,TRANSFER,APPROVED,매장,2025-02-13 09:34:21,
카카온 테스트 매장,25021348461,5000,CARD,APPROVED,매장,2025-02-13 11:43:54,
카카온 테스트 매장,25021368350,15000,CASH,APPROVED,매장,2025-02-13 16:38:00,
카카온 테스트 매장,25021346568,10000,CASH,CANCELED,배달,2025-02-13 17:41:34,2025-02-15 04:41:34
카카온 테스트 매장,25021306191,5000,CARD,APPROVED,매장,2025-02-13 18:16:05,
카카온 테스트 매장,25021327354,40000,KAKAOPAY,APPROVED,매장,2025-02-13 18:27:06,
카카온 테스트 매장,25021398219,10000,CARD,APPROVED,매장,2025-02-13 21:13:00,
카카온 테스트 매장,25021304948,50000,CASH,APPROVED,매장,2025-02-13 21:55:04,
카카온 테스트 매장,25021474610,50000,TRANSFER,APPROVED,매장,2025-02-14 00:02:18,
카카온 테스트 매장,25021484627,50000,CASH,APPROVED,매장,2025-02-14 04:39:53,
카카온 테스트 매장,25021476281,40000,KAKAOPAY,APPROVED,배달,2025-02-14 07:47:23,
카카온 테스트 매장,25021476018,15000,CASH,APPROVED,배달,2025-02-14 11:27:14,
